103,101,101,101,104,103,101,101,101,101,101,101,101,101,1,101,101,104
128,25,26,26,129,128,26,26,26,26,26,26,26,26,26,26,27,129
128,50,51,151,129,128,51,51,51,51,51,51,51,51,151,51,52,129
128,-1,-1,-1,129,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,129,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,129,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,129,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,129,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,100,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,125,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,150,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,129
153,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,154
